,AGCO,ALLE,ALNY,AVB,BR,BURL,BWXT,CALM,CBOE,CMI,DGX,DOV,EWBC,EXR,FAF,FVRR,GGG,HIW,HOPE,HXL,IAC,IT,ITW,JBHT,KLAC,KMT,LAZ,LOGI,LPLA,MAA,MCK,MCO,MLI,MSI,MTB,NOC,NSA,NTES,PAYC,PNW,PWR,REG,REGN,ROK,ROP,RPM,SBAC,SF,SLG,SMG,SSB,TRIN,TXRH,UBSI,VMC,VRSN,WAB,WAL,WERN,YELP
RPM,0.5115965128686644,0.6061902920616977,0.2135906571079755,0.4448899219999023,0.33072898510484733,0.3351390544677392,0.25982443620165063,0.10319533735847077,-0.007986206109689309,0.5383828678162272,0.30494104148736373,0.6052539297398124,0.4954134352875273,0.5324662000603823,0.5443000299321944,0.18391066311118573,0.6530938630885328,0.4297364576078133,0.4775076365918186,0.4363954902905539,0.3801910034434025,0.16961950118566246,0.7089703590140684,0.4613181419686375,0.3737411922347807,0.4755538194353081,0.5734409102878427,0.3992922615844416,0.2771625335116393,0.4353881187807117,0.10898678441576531,0.41723167572336317,0.49657324825118015,0.30092696456125306,0.5286936782237593,0.05431305488758336,0.3788850134909821,0.13370447526671225,0.26246479144826795,0.29209444061034606,0.22406788328686006,0.4591978130762363,0.2727989348546597,0.49861482142633723,0.29875530793322047,1.0,0.19381604971302716,0.5070006968708818,0.42942821828125255,0.4981904066299552,0.5498142131754112,0.2890820833907027,0.3802125528727623,0.5427774113031484,0.5517161638919834,0.1409046353079906,0.5126364275814635,0.5176772660266552,0.4317521050564078,0.18185863501445007
SBAC,0.05096956266876492,0.1586537016367192,0.027297978811297637,0.2866078510782126,0.18497705866495562,-0.06668602536937286,-0.045351689660699246,0.0882625995458203,0.3789540480165555,0.04152229884198493,0.3112097703237636,0.06548387733132888,-0.05645795745061475,0.41406038790827915,0.19936240718294718,-0.043891947231194155,0.18502558217833537,0.1324066558117096,-0.00306091679081907,-0.060921476005297175,0.043810021123272626,0.15071784721886566,0.21893858037847985,0.055769277881922166,0.0023567032981346245,0.028082215252572377,0.005556866108135283,-0.019096357139644513,-0.047898751466286436,0.34312206226832587,0.14845775921099133,0.14972540314292102,0.04313617648189262,0.20608927373077163,-0.003463430155346377,0.14523402242766606,0.2740452006778172,0.0951625350032657,0.12460543720154346,0.47092496524480326,-0.05583553287537294,0.30986821756556693,0.029451724540784353,0.05243355579514898,0.16412134792773703,0.19381604971302716,1.0,-0.01942631212294636,0.050471540683993045,0.14944853783102693,0.020225007243946633,0.11228603594733431,0.10334797391314743,0.014741667180620874,0.1575698940358553,0.15911891021146687,0.0555814624363913,-0.028409463608735905,0.06921223458142757,-0.013592040773979058
SF,0.46048868447989083,0.4379534992690572,0.27453399135738343,0.4200977336234256,0.3839377223344515,0.48263395674008486,0.3689760820827905,0.13986582632984215,-0.09234463579242977,0.618142382151941,0.07047352426258562,0.6657672653814529,0.7742550791820234,0.300044432657877,0.3943864961255097,0.40242899105372737,0.5749055867261207,0.46329168129895565,0.6127896195688326,0.48899356504617103,0.5088300565312349,0.2966350142515564,0.5301642603111922,0.4354060450977516,0.5195882038445134,0.48343142203205713,0.7828664616965392,0.5689177280994955,0.6719102321218783,0.3194483774757456,0.052174076968825395,0.5917921115460061,0.5680197492610745,0.21915939406723842,0.743590379887862,0.009351351686835298,0.21954583652889512,0.17583566307966453,0.36846869335408416,0.07948473559496876,0.4083772524024788,0.4256338802538697,0.22706660524432395,0.5733001466752482,0.40381909059688215,0.5070006968708818,-0.01942631212294636,1.0,0.5375802479849461,0.4122876985225168,0.7287578782863879,0.4666808189924962,0.4542437782860073,0.6594162479232475,0.4664830152152427,0.15066347579383432,0.5775318810098565,0.7407325551911481,0.4264797307982579,0.3727006918493031
SLG,0.4230270799501056,0.3923455643756356,0.12471098030466057,0.5200954531256443,0.27940826408196,0.2540963630839627,0.26740668966878073,0.10822318173053842,-0.060513313275291525,0.43680948187715885,0.17613825484775716,0.45449636874331545,0.5806561837301677,0.42975710528685857,0.3590718728169813,0.27601612201231174,0.49462511950279153,0.7374682269187013,0.5013324460184074,0.33614252889285295,0.4261318533899351,0.2779144850371335,0.4751112206671508,0.3298424620581807,0.3521258955716771,0.3644849366251969,0.540660852272675,0.45107372589649947,0.37179076209807355,0.47121436523897275,0.05468948924589564,0.43845815609273614,0.46321304128560936,0.1279811012806076,0.498375480825696,0.02002711034085498,0.3098612218327828,0.20074862440613295,0.40148711663231873,0.21671427337842195,0.27558619507303533,0.4797981541868491,0.2587272123383254,0.3940241067393581,0.34898689601230615,0.42942821828125255,0.050471540683993045,0.5375802479849461,1.0,0.46295037703071507,0.5611093291217772,0.4113061134904342,0.4059132923506189,0.5047251201093561,0.34478218835363234,0.16081503739802092,0.41932927136638276,0.5666133574033562,0.3428993169682175,0.30801334445967676
SMG,0.5023547995958411,0.3406584414579972,0.19065979310954811,0.34100347852762225,0.16381100406854152,0.36262988861248735,0.19536659002769316,0.11311321701077572,-0.10900889075493081,0.4187125697215387,0.14658097795033748,0.471289423275823,0.4721931760696922,0.37569649264751026,0.3134815394302466,0.2260245708942754,0.49639024348214056,0.4137728497848208,0.4532839677057227,0.40459844109502013,0.3822324438279374,0.18633359243207598,0.5213233043992429,0.39457901502590126,0.3294918081736329,0.42140373571212647,0.4516029896136226,0.4009826242245342,0.2076097984177682,0.3036719981784151,0.05196986100877839,0.33500187743954224,0.4010069855691117,0.20202448146648933,0.45641739340350596,0.08294640216761995,0.29697929289968744,0.2521234490576624,0.2167402430305133,0.15343786400743253,0.22537208103159564,0.35360240012106464,0.25788295275728385,0.3827313410307667,0.24774147811038177,0.4981904066299552,0.14944853783102693,0.4122876985225168,0.46295037703071507,1.0,0.49750556541278546,0.21953222751696763,0.3511548519499869,0.46905757201865844,0.3177887345116634,0.1575824774760989,0.4680587210838661,0.48918022167317826,0.4048788554406982,0.1848134067567211
SSB,0.46476939012402185,0.45928060393232717,0.1310249205291163,0.48801167186595085,0.32252993216061854,0.3987654067209551,0.25197593495232257,0.1682730663988116,-0.1306200723393068,0.5200030873702244,0.1661682903362645,0.5771816689449696,0.8371792601544918,0.402084460715448,0.4616541689033226,0.3044101736138178,0.6105654653544178,0.5215636623439445,0.8174655082498339,0.45844271247840424,0.46630940093530393,0.2829611007313048,0.5918418776370511,0.4123984970815221,0.3989176300845134,0.4708458472349024,0.7127815293263849,0.4680560889371095,0.4680943391361729,0.41815092645635554,0.04959013333945289,0.4813847424245802,0.5608174848992697,0.2511842252866674,0.8319839933828025,0.028664207797462045,0.3177609080111105,0.12404101794972937,0.35378203664777896,0.2260033279406284,0.26297233791274877,0.5006603267747995,0.26296279977782866,0.4934217477326241,0.3704086089126678,0.5498142131754112,0.020225007243946633,0.7287578782863879,0.5611093291217772,0.49750556541278546,1.0,0.40694788789059444,0.3875458006039599,0.858609767873293,0.43674104705741945,0.17519402369983064,0.5929663486897936,0.8382065956445364,0.4813894150820827,0.36473925561372095
TRIN,0.2649924321693729,0.24900885508171783,0.10428261803548863,0.3957412387110897,0.2529194084670756,0.21857020321726786,0.29643680384756277,0.0715665007003652,0.0133197856056026,0.3899694700097542,0.17145836076783885,0.3791142206209327,0.44125697297406147,0.23295122162638593,0.28689532278393926,0.24281573171433518,0.3842648826816811,0.3697562832416736,0.37548529842086725,0.36271484834097184,0.30594069060404944,0.13408274118262545,0.370375363358935,0.1933096804363178,0.3252126201195879,0.1957479810321815,0.457949540539756,0.2884773432524533,0.39096097261766843,0.3491315423389541,0.0061203797570148375,0.35102046496444983,0.3547906779223592,0.18613944665946558,0.4028868680461231,0.08467364215706097,0.14609494166004344,0.17490621245858828,0.35251116455890175,0.19639087237952702,0.18498135722531653,0.3008586505694855,0.13869805579004602,0.2997998199734442,0.1696655516547789,0.2890820833907027,0.11228603594733431,0.4666808189924962,0.4113061134904342,0.21953222751696763,0.40694788789059444,1.0,0.3143265295589287,0.36583564336550506,0.2653406085320361,0.169569228250328,0.35364748730656304,0.4372277180467293,0.19086954753160013,0.29663433593180355
TXRH,0.363073891098261,0.21638612492355555,0.2072248673088892,0.39438231894575987,0.22826864020839435,0.3569599393223631,0.19968434000925028,0.11937265023861167,-0.0041312009296814375,0.33890369290496736,0.1478020135047861,0.41121063909236794,0.36863110954693784,0.3878075311041269,0.2662701514746971,0.17269249811894233,0.425422956186447,0.3148722506034463,0.2845245788853229,0.38254926822756924,0.36445201299100094,0.1911486720282767,0.39849333235516154,0.3481188596564029,0.3279072542447136,0.3056850167854804,0.42321621059809783,0.2965064816059008,0.33074525210126887,0.33985876755654876,0.13151469827000256,0.3577598700726257,0.34024876862412895,0.12716128949058986,0.37223501896683875,0.059329780964703996,0.2842873086783362,0.18366662803889874,0.31761230894944764,0.11609940828315293,0.21581746031521867,0.4264923111043039,0.20226301983096936,0.3121990880477528,0.2521523196966013,0.3802125528727623,0.10334797391314743,0.4542437782860073,0.4059132923506189,0.3511548519499869,0.3875458006039599,0.3143265295589287,1.0,0.35241655904807256,0.28290500983919814,0.1380750238810582,0.3938016345291228,0.37063662440437506,0.299931618829246,0.33669340163992023
UBSI,0.4389640506781413,0.43810359790198894,0.11845484801898026,0.4441744440494805,0.2750832488411473,0.38820159026698337,0.2127070853646268,0.16466426543970683,-0.09711098935557219,0.49801540138019745,0.15022265793268533,0.5848366810321602,0.8228814912779715,0.3689420919308304,0.4510329075008527,0.25449616874021846,0.6401635575247068,0.4826737442433819,0.8721050416704496,0.4592794994350254,0.42423777653710915,0.25672558581359156,0.5913360388003294,0.4035657726198126,0.3662459513842829,0.4610910908331752,0.6210827238849899,0.40473770304490286,0.4192679825856281,0.39707591219967253,0.04530935798510867,0.4453835553179401,0.511559938231405,0.23471618692455373,0.8193895412390716,0.05936888113568403,0.3094084461099148,0.07759307914051174,0.29672327044944696,0.20297220214691827,0.24503243933314306,0.4373583854391392,0.2590776637159117,0.4735583495560948,0.3079511019591081,0.5427774113031484,0.014741667180620874,0.6594162479232475,0.5047251201093561,0.46905757201865844,0.858609767873293,0.36583564336550506,0.35241655904807256,1.0,0.42592468039348685,0.16128140699230856,0.5917406728145259,0.8225076412333545,0.4878426219710852,0.3319252845199089
VMC,0.3561123209924847,0.5102003741229384,0.19990045863023365,0.3021284551908098,0.23214321095674603,0.3230335969120485,0.37827096725601234,0.10809931182868264,-0.006622121093954195,0.5063900350990873,0.1683470499333507,0.5012204405760157,0.4170914236634576,0.327667260537901,0.4025168151510105,0.24261959406626762,0.5324336859674907,0.37107462231238336,0.3654291287109746,0.38071720684203586,0.2677274850365468,0.11758587946718692,0.46024280574028026,0.3097589070693564,0.34676768458087376,0.3452344062884608,0.44544186876519687,0.2593322169056969,0.3351573239436475,0.3078224885100553,0.1028963987329061,0.36889235178627305,0.47046868971464645,0.3046166217466426,0.3992041637069646,0.13820208008355106,0.2208502981020734,0.24284670195367605,0.1987021345914355,0.2244773586641863,0.37276768809627336,0.3264419098108958,0.19576994917272034,0.4172421636051536,0.2724749830916238,0.5517161638919834,0.1575698940358553,0.4664830152152427,0.34478218835363234,0.3177887345116634,0.43674104705741945,0.2653406085320361,0.28290500983919814,0.42592468039348685,1.0,0.12476813208614485,0.4979100718633159,0.43131009942379295,0.2619622999218789,0.11087223739867427
VRSN,0.07545489506737661,0.1569493372609817,0.18000550333871054,0.19455362873905793,0.46840359098111467,0.09852501384273,0.10958952319997915,0.0535877313168064,0.18309506401261774,0.04613503408448942,0.21113597270870155,0.14454353543016524,0.14634011398761895,0.12443192578346521,0.23895096854582673,0.2182807670707428,0.25956679007170375,0.17272536275031128,0.15187017274038392,0.046153178801560044,0.22536198534417776,0.2705383541158371,0.202091762693695,0.06591536462340636,0.032018878692543024,0.036051580199077435,0.15262467267753227,0.17489118711001483,0.1388365908884905,0.2031019374123511,0.17472667202447614,0.37603976312731263,0.16454359991957454,0.15675393173361654,0.169162735009977,0.10448156621215302,0.15210567824548077,0.17688214502430763,0.40017643475178005,0.19180833684354018,0.042075527323988976,0.156578587721698,0.03413770595004996,0.13806599703392253,0.33353363384842805,0.1409046353079906,0.15911891021146687,0.15066347579383432,0.16081503739802092,0.1575824774760989,0.17519402369983064,0.169569228250328,0.1380750238810582,0.16128140699230856,0.12476813208614485,1.0,0.1677269371011243,0.10534178461059233,0.12210706067260983,0.2341393485199926
WAB,0.5240955285366513,0.40452790064112965,0.28788731414476604,0.4129396808143981,0.21768074336836865,0.3878343794979311,0.4766699841933691,0.3063796677805276,-0.1236065446183498,0.6793220462867294,0.2211961067152027,0.7190478019614492,0.6398100197264082,0.33838539239751886,0.36153096807045365,0.19497037040010418,0.6928264599039582,0.40619813406293254,0.5664575581289237,0.55377752976096,0.3686868588240146,0.1903809430104507,0.6509277037664587,0.42823796356402777,0.5712491889196153,0.4927067584579977,0.6045314741672042,0.5271269089955739,0.4201748303474424,0.3471209739411203,0.11182173786411735,0.4454311565408803,0.6040360341074686,0.3763380049664528,0.6084171470208928,0.11187748146330459,0.27766261745104526,0.15529776173685955,0.26512175690950784,0.18538246708845219,0.5146810658962611,0.4099650363026909,0.23045626167170655,0.57959423513414,0.29269456573353186,0.5126364275814635,0.0555814624363913,0.5775318810098565,0.41932927136638276,0.4680587210838661,0.5929663486897936,0.35364748730656304,0.3938016345291228,0.5917406728145259,0.4979100718633159,0.1677269371011243,1.0,0.6021143957076476,0.37897349789861223,0.2583074849513266
WAL,0.45886575956831616,0.38670509782041224,0.16931078174423414,0.45131159964759193,0.25414330966108195,0.426036640905425,0.2842206040207853,0.13604069168806807,-0.14242986938665977,0.5528849919401546,0.10560460452998671,0.6007260776263776,0.8731898549769452,0.3447187461893613,0.438848554999127,0.3311791961457271,0.6176853813990509,0.4965775033786055,0.8098629671815465,0.501906745580789,0.46405725313617874,0.23249040117159556,0.5722109953801962,0.37394027184543893,0.44827887938709793,0.46914973251576697,0.70648923525656,0.4842417703850634,0.46605691288687484,0.3860735949465026,-0.03451022800390878,0.4539306293943071,0.554120124092414,0.22222998759603127,0.8151825748910018,0.03697491038322008,0.2504350165483697,0.0880617766408528,0.2948309203943166,0.13117767854840137,0.3082116398838783,0.42263385794091335,0.2357971366104701,0.5151140136835978,0.28271955270334076,0.5176772660266552,-0.028409463608735905,0.7407325551911481,0.5666133574033562,0.48918022167317826,0.8382065956445364,0.4372277180467293,0.37063662440437506,0.8225076412333545,0.43131009942379295,0.10534178461059233,0.6021143957076476,1.0,0.45671709472439126,0.34266707798886603
WERN,0.4540618204230882,0.38833408667011493,0.12521479382579925,0.2553991427718049,0.21624036233894983,0.3453923170391227,0.14266489235592272,0.09206285548075875,-0.1087101007986697,0.3905945636842985,0.06130402005292944,0.467953914403482,0.4275369049775386,0.294802334216823,0.3087523773586144,0.1711803886699943,0.5425933200135796,0.3492207311130685,0.4815318338152003,0.3094367511379943,0.37525891790656235,0.14891226342888086,0.49686092426092726,0.7189554749119299,0.2440415940994884,0.40215797943732423,0.4136709581491598,0.3687780041748646,0.23876719419169617,0.22961851909732992,-0.030319642651686293,0.31033112968937876,0.3516311849893121,0.048463583063927486,0.45885907535490056,0.047849069838564275,0.2460209520170575,0.09736043515059242,0.19153118238855305,0.08366058045404819,0.12099771660724462,0.2697926338564622,0.1254235016373196,0.405684766572974,0.18116776312347954,0.4317521050564078,0.06921223458142757,0.4264797307982579,0.3428993169682175,0.4048788554406982,0.4813894150820827,0.19086954753160013,0.299931618829246,0.4878426219710852,0.2619622999218789,0.12210706067260983,0.37897349789861223,0.45671709472439126,1.0,0.2268208144736579
YELP,0.23345688017357275,0.18034400868649908,0.04415266050557826,0.22157133802919607,0.2534265221769346,0.24211719166748938,0.11532127158554331,0.13583718474416603,-0.09530413468539446,0.20537635347591027,-0.015209703458075544,0.23788288347039901,0.3406467903492598,0.14322908393148204,0.16760253477767986,0.3216181856575484,0.29460795610182,0.21395707681401036,0.34451908763208505,0.22562855982716953,0.508555896240321,0.36282440048737463,0.21731873004481597,0.20842060018590688,0.2594749929155536,0.23337604393238662,0.3376366548938222,0.25254430342275863,0.27535683435857117,0.16333716594073364,-0.028373009364526726,0.36849977343140045,0.3568729766820799,0.04884475831570479,0.33366630448283363,0.0031903132268200443,0.11668266927820715,0.1305726750473727,0.41572399376169844,0.0001123404526614106,0.08384784075978373,0.23970635003495128,0.06348546589873452,0.3128698713840825,0.3653016727538482,0.18185863501445007,-0.013592040773979058,0.3727006918493031,0.30801334445967676,0.1848134067567211,0.36473925561372095,0.29663433593180355,0.33669340163992023,0.3319252845199089,0.11087223739867427,0.2341393485199926,0.2583074849513266,0.34266707798886603,0.2268208144736579,1.0
